,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,year,Lower Confidence Interval,Upper Confidence Interval,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual,Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,RANK,Happiness score,Whisker-high,Whisker-low,Dystopia (1.83) + residual,Explained by: GDP per capita
1033,,,,,,,,,,,-0.034,,2021,,,,,,,,,,,,,,,0.489,54.713,0.757,0.661,Benin,Sub-Saharan Africa,5.045,0.073,5.189,4.901,8.087,2.43,0.507,0.058,0.196,0.457,0.166,0.178,3.482,,,,,,
1034,,,,,,,,,,,0.123,,2021,,,,,,,,,,,,,,,0.728,58.968,0.91,0.658,Laos,Southeast Asia,5.03,0.045,5.119,4.941,8.947,2.43,0.808,0.598,0.33,0.643,0.268,0.179,2.204,,,,,,
1035,,,,,,,,,,,-0.041,,2021,,,,,,,,,,,,,,,0.693,64.8,0.877,0.682,Bangladesh,South Asia,5.025,0.046,5.115,4.934,8.454,2.43,0.635,0.52,0.514,0.603,0.161,0.164,2.427,,,,,,
1036,,,,,,,,,,,0.095,,2021,,,,,,,,,,,,,,,0.639,55.008,0.697,0.766,Guinea,Sub-Saharan Africa,4.984,0.09,5.16,4.808,7.838,2.43,0.42,0.399,0.206,0.384,0.25,0.111,3.216,,,,,,
1037,,,,,,,,,,,-0.067,,2021,,,,,,,,,,,,,,,0.86,56.904,0.749,0.86,South Africa,Sub-Saharan Africa,4.956,0.06,5.074,4.839,9.403,2.43,0.967,0.895,0.265,0.447,0.144,0.051,2.187,,,,,,
1038,,,,,,,,,,,-0.139,,2021,,,,,,,,,,,,,,,0.822,67.199,0.576,0.776,Turkey,Middle East and North Africa,4.948,0.046,5.038,4.857,10.24,2.43,1.26,0.809,0.59,0.236,0.097,0.104,1.852,,,,,,
1039,,,,,,,,,,,0.098,,2021,,,,,,,,,,,,,,,0.651,58.709,0.726,0.787,Pakistan,South Asia,4.934,0.068,5.066,4.802,8.458,2.43,0.637,0.423,0.322,0.418,0.252,0.097,2.784,,,,,,
1040,,,,,,,,,,,-0.236,,2021,,,,,,,,,,,,,,,0.56,66.208,0.774,0.801,Morocco,Middle East and North Africa,4.918,0.06,5.036,4.8,8.903,2.43,0.792,0.219,0.558,0.477,0.034,0.088,2.749,,,,,,
1041,,,,,,,,,,,-0.169,,2021,,,,,,,,,,,,,,,0.861,66.7,0.615,0.827,Venezuela,Latin America and Caribbean,4.892,0.064,5.017,4.767,9.073,2.43,0.852,0.897,0.574,0.284,0.078,0.072,2.135,,,,,,
1042,,,,,,,,,,,-0.238,,2021,,,,,,,,,,,,,,,0.671,64.3,0.783,0.655,Georgia,Commonwealth of Independent States,4.891,0.054,4.998,4.785,9.585,2.43,1.03,0.47,0.498,0.488,0.032,0.181,2.191,,,,,,
1043,,,,,,,,,,,-0.067,,2021,,,,,,,,,,,,,,,0.802,66.005,0.48,0.752,Algeria,Middle East and North Africa,4.887,0.053,4.991,4.783,9.342,2.43,0.946,0.765,0.552,0.119,0.144,0.12,2.242,,,,,,
1044,,,,,,,,,,,-0.011,,2021,,,,,,,,,,,,,,,0.888,64.902,0.724,0.924,Ukraine,Commonwealth of Independent States,4.875,0.052,4.977,4.773,9.436,2.43,0.979,0.958,0.517,0.417,0.181,0.01,1.813,,,,,,
1045,,,,,,,,,,,-0.053,,2021,,,,,,,,,,,,,,,0.746,60.583,0.63,0.875,Iraq,Middle East and North Africa,4.854,0.059,4.97,4.738,9.24,2.43,0.91,0.638,0.381,0.302,0.153,0.041,2.429,,,,,,
1046,,,,,,,,,,,-0.2,,2021,,,,,,,,,,,,,,,0.776,59.962,0.731,0.84,Gabon,Sub-Saharan Africa,4.852,0.075,4.998,4.706,9.603,2.43,1.037,0.707,0.362,0.424,0.058,0.064,2.201,,,,,,
1047,,,,,,,,,,,-0.009,,2021,,,,,,,,,,,,,,,0.672,54.151,0.695,0.748,Burkina Faso,Sub-Saharan Africa,4.834,0.081,4.993,4.675,7.678,2.43,0.364,0.472,0.179,0.381,0.182,0.122,3.133,,,,,,
1048,,,,,,,,,,,0.034,,2021,,,,,,,,,,,,,,,0.765,62.0,0.959,0.843,Cambodia,Southeast Asia,4.83,0.067,4.963,4.698,8.36,2.43,0.603,0.68,0.426,0.702,0.21,0.061,2.148,,,,,,
1049,,,,,,,,,,,0.061,,2021,,,,,,,,,,,,,,,0.744,54.706,0.882,0.684,Mozambique,Sub-Saharan Africa,4.794,0.103,4.997,4.592,7.158,2.43,0.183,0.634,0.196,0.608,0.228,0.163,2.783,,,,,,
1050,,,,,,,,,,,0.037,,2021,,,,,,,,,,,,,,,0.74,50.102,0.737,0.878,Nigeria,Sub-Saharan Africa,4.759,0.052,4.861,4.658,8.533,2.43,0.663,0.625,0.051,0.433,0.212,0.039,2.736,,,,,,
1051,,,,,,,,,,,-0.036,,2021,,,,,,,,,,,,,,,0.724,51.969,0.697,0.827,Mali,Sub-Saharan Africa,4.723,0.082,4.884,4.563,7.744,2.43,0.387,0.59,0.11,0.384,0.164,0.072,3.016,,,,,,
1052,,,,,,,,,,,0.218,,2021,,,,,,,,,,,,,,,0.71,66.3,0.608,0.714,Iran,Middle East and North Africa,4.721,0.055,4.828,4.614,9.584,2.43,1.03,0.557,0.561,0.275,0.33,0.144,1.823,,,,,,
1053,,,,,,,,,,,0.122,,2021,,,,,,,,,,,,,,,0.781,56.101,0.709,0.855,Uganda,Sub-Saharan Africa,4.636,0.073,4.78,4.493,7.677,2.43,0.364,0.718,0.24,0.398,0.267,0.054,2.596,,,,,,
1054,,,,,,,,,,,0.05,,2021,,,,,,,,,,,,,,,0.72,56.498,0.735,0.85,Liberia,Sub-Saharan Africa,4.625,0.106,4.833,4.417,7.288,2.43,0.228,0.58,0.253,0.43,0.221,0.057,2.857,,,,,,
1055,,,,,,,,,,,0.287,,2021,,,,,,,,,,,,,,,0.688,60.704,0.779,0.825,Kenya,Sub-Saharan Africa,4.607,0.072,4.747,4.466,8.361,2.43,0.603,0.508,0.385,0.483,0.375,0.073,2.18,,,,,,
1056,,,,,,,,,,,-0.201,,2021,,,,,,,,,,,,,,,0.691,67.201,0.656,0.87,Tunisia,Middle East and North Africa,4.596,0.058,4.709,4.484,9.266,2.43,0.919,0.515,0.59,0.334,0.057,0.044,2.138,,,,,,
1057,,,,,,,,,,,-0.073,,2021,,,,,,,,,,,,,,,0.848,67.355,0.525,0.898,Lebanon,Middle East and North Africa,4.584,0.055,4.691,4.477,9.626,2.43,1.045,0.868,0.595,0.175,0.14,0.026,1.736,,,,,,
1058,,,,,,,,,,,-0.149,,2021,,,,,,,,,,,,,,,0.818,56.799,0.719,0.847,Namibia,Sub-Saharan Africa,4.574,0.064,4.7,4.448,9.161,2.43,0.882,0.801,0.262,0.411,0.091,0.059,2.068,,,,,,
1059,,,,,,,,,,,-0.163,,2021,,,,,,,,,,,,,,,0.826,62.25,0.653,0.821,Palestinian Territories,Middle East and North Africa,4.517,0.067,4.649,4.384,8.485,2.43,0.646,0.819,0.434,0.33,0.082,0.075,2.131,,,,,,
1060,,,,,,,,,,,0.509,,2021,,,,,,,,,,,,,,,0.779,59.302,0.876,0.66,Myanmar,Southeast Asia,4.426,0.052,4.527,4.324,8.541,2.43,0.666,0.713,0.341,0.601,0.52,0.178,1.407,,,,,,
1061,,,,,,,,,,,-0.167,,2021,,,,,,,,,,,,,,,0.767,67.0,0.755,0.705,Jordan,Middle East and North Africa,4.395,0.062,4.516,4.273,9.182,2.43,0.89,0.685,0.583,0.455,0.079,0.15,1.553,,,,,,
1062,,,,,,,,,,,0.041,,2021,,,,,,,,,,,,,,,0.619,48.478,0.579,0.807,Chad,Sub-Saharan Africa,4.355,0.094,4.54,4.171,7.364,2.43,0.255,0.353,0.0,0.24,0.215,0.084,3.209,,,,,,
1063,,,,,,,,,,,0.079,,2021,,,,,,,,,,,,,,,0.827,67.299,0.841,0.863,Sri Lanka,South Asia,4.325,0.066,4.454,4.196,9.47,2.43,0.99,0.82,0.593,0.559,0.239,0.049,1.075,,,,,,
1064,,,,,,,,,,,-0.185,,2021,,,,,,,,,,,,,,,0.77,50.833,0.647,0.708,Swaziland,Sub-Saharan Africa,4.308,0.071,4.448,4.168,9.065,2.43,0.849,0.693,0.074,0.323,0.067,0.147,2.155,,,,,,
1065,,,,,,,,,,,0.082,,2021,,,,,,,,,,,,,,,0.626,57.349,0.548,0.781,Comoros,Sub-Saharan Africa,4.289,0.084,4.454,4.123,8.031,2.43,0.488,0.367,0.279,0.202,0.241,0.101,2.61,,,,,,
1066,,,,,,,,,,,-0.182,,2021,,,,,,,,,,,,,,,0.75,61.998,0.749,0.795,Egypt,Middle East and North Africa,4.283,0.045,4.371,4.195,9.367,2.43,0.954,0.647,0.426,0.446,0.069,0.092,1.648,,,,,,
1067,,,,,,,,,,,0.082,,2021,,,,,,,,,,,,,,,0.764,59.0,0.752,0.761,Ethiopia,Sub-Saharan Africa,4.275,0.051,4.374,4.175,7.694,2.43,0.37,0.679,0.331,0.451,0.241,0.114,2.089,,,,,,
1068,,,,,,,,,,,-0.106,,2021,,,,,,,,,,,,,,,0.795,57.161,0.561,0.731,Mauritania,Sub-Saharan Africa,4.227,0.07,4.365,4.09,8.542,2.43,0.666,0.749,0.273,0.218,0.119,0.133,2.069,,,,,,
1069,,,,,,,,,,,-0.005,,2021,,,,,,,,,,,,,,,0.686,59.305,0.552,0.803,Madagascar,Sub-Saharan Africa,4.208,0.072,4.349,4.068,7.396,2.43,0.266,0.503,0.341,0.207,0.185,0.087,2.62,,,,,,
1070,,,,,,,,,,,0.032,,2021,,,,,,,,,,,,,,,0.569,54.914,0.619,0.772,Togo,Sub-Saharan Africa,4.107,0.077,4.258,3.956,7.362,2.43,0.254,0.239,0.203,0.289,0.209,0.107,2.806,,,,,,
1071,,,,,,,,,,,0.061,,2021,,,,,,,,,,,,,,,0.708,55.809,0.782,0.823,Zambia,Sub-Saharan Africa,4.073,0.069,4.209,3.938,8.145,2.43,0.528,0.552,0.231,0.487,0.227,0.074,1.975,,,,,,
1072,,,,,,,,,,,0.084,,2021,,,,,,,,,,,,,,,0.63,51.651,0.717,0.866,Sierra Leone,Sub-Saharan Africa,3.849,0.077,4.001,3.698,7.434,2.43,0.279,0.377,0.1,0.408,0.243,0.047,2.396,,,,,,
1073,,,,,,,,,,,0.089,,2021,,,,,,,,,,,,,,,0.603,60.633,0.893,0.774,India,South Asia,3.819,0.026,3.869,3.769,8.755,2.43,0.741,0.316,0.383,0.622,0.246,0.106,1.405,,,,,,
1074,,,,,,,,,,,-0.024,,2021,,,,,,,,,,,,,,,0.49,53.4,0.626,0.607,Burundi,Sub-Saharan Africa,3.775,0.107,3.985,3.565,6.635,2.43,0.0,0.062,0.155,0.298,0.172,0.212,2.876,,,,,,
1075,,,,,,,,,,,-0.147,,2021,,,,,,,,,,,,,,,0.832,57.122,0.602,0.8,Yemen,Middle East and North Africa,3.658,0.07,3.794,3.521,7.578,2.43,0.329,0.831,0.272,0.268,0.092,0.089,1.776,,,,,,
1076,,,,,,,,,,,0.183,,2021,,,,,,,,,,,,,,,0.702,57.999,0.833,0.577,Tanzania,Sub-Saharan Africa,3.623,0.071,3.762,3.485,7.876,2.43,0.433,0.54,0.3,0.549,0.307,0.231,1.263,,,,,,
1077,,,,,,,,,,,0.422,,2021,,,,,,,,,,,,,,,0.54,55.7,0.593,0.721,Haiti,Latin America and Caribbean,3.615,0.173,3.953,3.276,7.477,2.43,0.294,0.173,0.227,0.257,0.463,0.139,2.06,,,,,,
1078,,,,,,,,,,,0.038,,2021,,,,,,,,,,,,,,,0.537,57.948,0.78,0.729,Malawi,Sub-Saharan Africa,3.6,0.092,3.781,3.419,6.958,2.43,0.113,0.168,0.298,0.484,0.213,0.134,2.19,,,,,,
1079,,,,,,,,,,,-0.131,,2021,,,,,,,,,,,,,,,0.787,48.7,0.715,0.915,Lesotho,Sub-Saharan Africa,3.512,0.12,3.748,3.276,7.926,2.43,0.451,0.731,0.007,0.405,0.103,0.015,1.8,,,,,,
1080,,,,,,,,,,,-0.246,,2021,,,,,,,,,,,,,,,0.784,59.269,0.824,0.801,Botswana,Sub-Saharan Africa,3.467,0.074,3.611,3.322,9.782,2.43,1.099,0.724,0.34,0.539,0.027,0.088,0.648,,,,,,
1081,,,,,,,,,,,0.061,,2021,,,,,,,,,,,,,,,0.552,61.4,0.897,0.167,Rwanda,Sub-Saharan Africa,3.415,0.068,3.548,3.282,7.676,2.43,0.364,0.202,0.407,0.627,0.227,0.493,1.095,,,,,,
1082,,,,,,,,,,,-0.047,,2021,,,,,,,,,,,,,,,0.75,56.201,0.677,0.821,Zimbabwe,Sub-Saharan Africa,3.145,0.058,3.259,3.03,7.943,2.43,0.457,0.649,0.243,0.359,0.157,0.075,1.205,,,,,,
1083,,,,,,,,,,,-0.102,,2021,,,,,,,,,,,,,,,0.463,52.493,0.382,0.924,Afghanistan,South Asia,2.523,0.038,2.596,2.449,7.695,2.43,0.37,0.0,0.126,0.0,0.122,0.01,1.895,,,,,,
1084,Finland,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,258","0,775","0,736","0,109","0,534",,1.0,"7,821","7,886","7,756","2,518","1,892"
1085,Denmark,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,243","0,777","0,719","0,188","0,532",,2.0,"7,636","7,710","7,563","2,226","1,953"
1086,Iceland,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,320","0,803","0,718","0,270","0,191",,3.0,"7,557","7,651","7,464","2,320","1,936"
1087,Switzerland,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,226","0,822","0,677","0,147","0,461",,4.0,"7,512","7,586","7,437","2,153","2,026"
1088,Netherlands,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,206","0,787","0,651","0,271","0,419",,5.0,"7,415","7,471","7,359","2,137","1,945"
1089,Luxembourg*,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,155","0,790","0,700","0,120","0,388",,6.0,"7,404","7,501","7,307","2,042","2,209"
1090,Sweden,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,204","0,803","0,724","0,218","0,512",,7.0,"7,384","7,454","7,315","2,003","1,920"
1091,Norway,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,239","0,786","0,728","0,217","0,474",,8.0,"7,365","7,440","7,290","1,925","1,997"
1092,Israel,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,221","0,818","0,568","0,155","0,143",,9.0,"7,364","7,426","7,301","2,634","1,826"
1093,New Zealand,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,235","0,752","0,680","0,245","0,483",,10.0,"7,200","7,279","7,120","1,954","1,852"
1094,Austria,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,165","0,774","0,623","0,193","0,329",,11.0,"7,163","7,237","7,089","2,148","1,931"
1095,Australia,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,203","0,772","0,676","0,258","0,341",,12.0,"7,162","7,244","7,081","2,011","1,900"
1096,Ireland,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,166","0,779","0,627","0,190","0,408",,13.0,"7,041","7,121","6,961","1,743","2,129"
1097,Germany,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,088","0,776","0,585","0,163","0,358",,14.0,"7,034","7,122","6,947","2,142","1,924"
1098,Canada,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,188","0,783","0,659","0,217","0,368",,15.0,"7,025","7,107","6,943","1,924","1,886"
1099,United States,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,182","0,628","0,574","0,220","0,177",,16.0,"6,977","7,065","6,888","2,214","1,982"
1100,United Kingdom,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,143","0,750","0,597","0,289","0,329",,17.0,"6,943","7,018","6,867","1,967","1,867"
1101,Czechia,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,260","0,715","0,660","0,158","0,048",,18.0,"6,920","7,029","6,811","2,263","1,815"
1102,Belgium,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,106","0,764","0,492","0,049","0,204",,19.0,"6,805","6,890","6,720","2,283","1,907"
1103,France,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,219","0,808","0,567","0,070","0,266",,20.0,"6,687","6,758","6,615","1,895","1,863"
1104,Bahrain,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,029","0,625","0,693","0,199","0,155",,21.0,"6,647","6,779","6,514","2,092","1,854"
1105,Slovenia,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,249","0,769","0,685","0,118","0,115",,22.0,"6,630","6,718","6,542","1,885","1,810"
1106,Costa Rica,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,054","0,744","0,661","0,089","0,102",,23.0,"6,582","6,683","6,481","2,346","1,584"
1107,United Arab Emirates,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,980","0,633","0,702","0,204","0,250",,24.0,"6,576","6,660","6,492","1,809","1,998"
1108,Saudi Arabia,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,092","0,577","0,651","0,078","0,180",,25.0,"6,523","6,637","6,409","2,075","1,870"
1109,Taiwan Province of China,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,095","0,733","0,542","0,075","0,168",,26.0,"6,512","6,596","6,429","2,002","1,897"
1110,Singapore,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,127","0,851","0,672","0,163","0,587",,27.0,"6,480","6,569","6,392","0,932","2,149"
1111,Romania,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,006","0,655","0,605","0,039","0,006",,28.0,"6,477","6,575","6,379","2,446","1,719"
1112,Spain,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,211","0,808","0,505","0,101","0,149",,29.0,"6,476","6,560","6,392","1,893","1,808"
1113,Uruguay,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,180","0,672","0,665","0,103","0,265",,30.0,"6,474","6,562","6,386","1,974","1,615"
1114,Italy,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,052","0,801","0,412","0,085","0,059",,31.0,"6,467","6,570","6,363","2,222","1,834"
1115,Kosovo,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,949","0,569","0,599","0,309","0,035",,32.0,"6,455","6,571","6,339","2,631","1,362"
1116,Malta,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,169","0,789","0,679","0,174","0,166",,33.0,"6,447","6,535","6,359","1,631","1,838"
1117,Lithuania,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,204","0,659","0,496","0,053","0,077",,34.0,"6,446","6,535","6,356","2,153","1,804"
1118,Slovakia,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,232","0,707","0,479","0,118","0,025",,35.0,"6,391","6,475","6,306","2,094","1,736"
1119,Estonia,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,232","0,728","0,689","0,123","0,333",,36.0,"6,341","6,415","6,266","1,442","1,793"
1120,Panama,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,107","0,709","0,592","0,049","0,051",,37.0,"6,309","6,464","6,154","2,086","1,715"
1121,Brazil,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,044","0,615","0,546","0,131","0,134",,38.0,"6,293","6,384","6,202","2,361","1,462"
1122,Guatemala*,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,831","0,522","0,662","0,112","0,115",,39.0,"6,262","6,460","6,064","2,746","1,274"
1123,Kazakhstan,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,220","0,611","0,584","0,134","0,157",,40.0,"6,234","6,330","6,138","1,860","1,668"
1124,Cyprus,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,909","0,819","0,448","0,123","0,062",,41.0,"6,221","6,320","6,122","2,044","1,815"
1125,Latvia,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,221","0,637","0,502","0,075","0,090",,42.0,"6,180","6,255","6,106","1,923","1,732"
1126,Serbia,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,086","0,658","0,546","0,219","0,088",,43.0,"6,178","6,294","6,062","2,031","1,550"
1127,Chile,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,080","0,748","0,460","0,124","0,069",,44.0,"6,172","6,262","6,082","2,040","1,651"
1128,Nicaragua,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,029","0,617","0,617","0,168","0,212",,45.0,"6,165","6,312","6,017","2,418","1,105"
1129,Mexico,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,886","0,623","0,621","0,092","0,115",,46.0,"6,128","6,238","6,017","2,239","1,552"
1130,Croatia,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,183","0,709","0,535","0,109","0,000",,47.0,"6,125","6,229","6,022","1,884","1,705"
1131,Poland,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,174","0,712","0,523","0,124","0,140",,48.0,"6,123","6,205","6,040","1,693","1,758"
1132,El Salvador,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,768","0,607","0,666","0,089","0,212",,49.0,"6,120","6,250","5,990","2,514","1,265"
1133,Kuwait*,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,983","0,747","0,617","0,087","0,147",,50.0,"6,106","6,235","5,977","1,621","1,904"
1134,Hungary,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,233","0,668","0,485","0,078","0,064",,51.0,"6,086","6,187","5,985","1,812","1,748"
1135,Mauritius,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,116","0,568","0,589","0,131","0,107",,52.0,"6,071","6,184","5,958","1,969","1,591"
1136,Uzbekistan,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,092","0,600","0,716","0,283","0,240",,53.0,"6,063","6,178","5,948","1,913","1,219"
1137,Japan,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,089","0,866","0,537","0,007","0,218",,54.0,"6,039","6,119","5,959","1,487","1,835"
1138,Honduras,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,885","0,555","0,582","0,202","0,076",,55.0,"6,022","6,189","5,855","2,611","1,111"
1139,Portugal,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,078","0,777","0,655","0,016","0,039",,56.0,"6,016","6,122","5,911","1,691","1,760"
1140,Argentina,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,102","0,662","0,555","0,081","0,085",,57.0,"5,967","6,090","5,844","1,891","1,592"
1141,Greece,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,980","0,774","0,249","0,015","0,108",,58.0,"5,948","6,043","5,853","2,119","1,703"
1142,South Korea,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,886","0,841","0,414","0,111","0,176",,59.0,"5,935","6,021","5,849","1,656","1,851"
1143,Philippines,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,912","0,514","0,678","0,107","0,142",,60.0,"5,904","6,007","5,800","2,283","1,268"
1144,Thailand,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,096","0,697","0,617","0,321","0,026",,61.0,"5,891","5,994","5,788","1,600","1,535"
1145,Moldova,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,008","0,597","0,561","0,102","0,028",,62.0,"5,857","5,948","5,766","2,142","1,417"
1146,Jamaica,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,045","0,646","0,567","0,080","0,053",,63.0,"5,850","6,023","5,676","2,164","1,296"
1147,Kyrgyzstan,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,109","0,638","0,693","0,208","0,025",,64.0,"5,828","5,916","5,741","2,087","1,069"
1148,Belarus*,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,157","0,629","0,342","0,040","0,282",,65.0,"5,821","5,950","5,693","1,811","1,562"
1149,Colombia,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,929","0,720","0,545","0,087","0,077",,66.0,"5,781","5,903","5,659","1,971","1,452"
1150,Bosnia and Herzegovina,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,068","0,665","0,448","0,244","0,006",,67.0,"5,768","5,877","5,659","1,869","1,468"
1151,Mongolia,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,197","0,467","0,398","0,247","0,059",,68.0,"5,761","5,845","5,676","1,999","1,393"
1152,Dominican Republic,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,003","0,577","0,606","0,084","0,179",,69.0,"5,737","5,873","5,601","1,751","1,538"
1153,Malaysia,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,938","0,620","0,654","0,213","0,126",,70.0,"5,711","5,845","5,578","1,471","1,689"
1154,Bolivia,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,880","0,555","0,627","0,112","0,064",,71.0,"5,600","5,709","5,491","2,107","1,256"
1155,China,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,958","0,705","0,656","0,099","0,142",,72.0,"5,585","5,650","5,520","1,516","1,508"
1156,Paraguay,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,130","0,624","0,629","0,171","0,059",,73.0,"5,578","5,689","5,467","1,555","1,409"
